Title,Progress,Type,MAL_Score,AniList_Score,Genres,Notes,MAL_URL,AniList_URL,Current_MAL_Score,Current_AniList_Score,Average_Score
March comes in like a lion Season 2,0/22,TV,8.16,8.9,"Drama, Game, Seinen, Slice of Life, Sports",,https://myanimelist.net/anime/35180/3-gatsu_no_Lion_2nd_Season,https://anilist.co/anime/98478,8.9,"{'arithmeticGeometricMean': 8.651916683743474, 'arithmeticMean': 8.653078128220987, 'median': 8.61}",8.90
Death Parade,0/12,TV,8.16,8.2,"Drama, Game, Mystery, Psychological, Thriller",,https://myanimelist.net/anime/28223/Death_Parade,https://anilist.co/anime/20931/Death-Parade,8.14,,8.14
Death March to the Parallel World Rhapsody,0/12,TV,8.15,6.5,"Action, Adventure, Fantasy, Harem, Isekai",,https://myanimelist.net/anime/34497/Death_March_kara_Hajimaru_Isekai_Kyousoukyoku,https://anilist.co/anime/97907,6.43,"{'arithmeticGeometricMean': 6.7719802618975224, 'arithmeticMean': 6.77784126984127, 'median': 6.8}",6.43
Infinite Stratos,0/12,TV,8.14,6.6,"Action, Comedy, Harem, Mecha, Romance, School, Sci-Fi",,https://myanimelist.net/anime/9041/IS__Infinite_Stratos,https://anilist.co/anime/9041,6.6,"{'arithmeticGeometricMean': 6.813627834169818, 'arithmeticMean': 6.815899608328179, 'median': 6.877551020408163}",6.60
My Teen Romantic Comedy SNAFU,0/13,TV,8.12,7.9,"Comedy, Romance, School, Slice of Life",,https://myanimelist.net/anime/14813/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru,https://anilist.co/anime/14813,8,"{'arithmeticGeometricMean': 7.9542832059989586, 'arithmeticMean': 7.955324263038548, 'median': 8.0}",8.00
Spice and Wolf: MERCHANT MEETS THE WISE WOLF,0/25,TV,8.11,TBD,"Adventure, Fantasy, Romance",[2024+] Aired 2024,https://myanimelist.net/anime/51122/Ookami_to_Koushinryou__Merchant_Meets_the_Wise_Wolf,https://anilist.co/anime/145728,8.12,"{'arithmeticGeometricMean': 8.12606085516033, 'arithmeticMean': 8.126617346938776, 'median': 8.114999999999998}",8.12
Sankarea: Undying Love,0/12,TV,8.11,7.4,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",,https://myanimelist.net/anime/11499/Sankarea,https://anilist.co/anime/11499,7.26,"{'arithmeticGeometricMean': 7.354847362112592, 'arithmeticMean': 7.356119975262832, 'median': 7.4}",7.26
Platinum End,0/24,TV,8.11,6.1,"Drama, Supernatural, Suspense, Shounen",,https://myanimelist.net/anime/44961/Platinum_End,https://anilist.co/anime/127401/Platinum-End,6.02,,6.02
"I Got a Cheat Skill in Another World and Became Unrivaled in The Real World, Too",0/13,TV,8.11,6.3,"Action, Adventure, Fantasy, Harem, Isekai",,https://myanimelist.net/anime/52830/Isekai_de_Cheat_Skill_wo_Te_ni_Shita_Ore_wa_Genjitsu_Sekai_wo_mo_Musou_Suru__Level_Up_wa_Jinsei_wo_Kaeta,https://anilist.co/anime/170110,6.33,"{'arithmeticGeometricMean': 8.919070440643244, 'arithmeticMean': 8.95, 'median': 8.95}",6.33
Tamako Market,0/12,TV,8.1,7.5,"Slice of Life, Comedy",,https://myanimelist.net/anime/16417/Tamako_Market,https://anilist.co/anime/21014,7.41,"{'arithmeticGeometricMean': 6.622256783840447, 'arithmeticMean': 6.636102305857409, 'median': 6.545454545454545}",7.41
Yona of the Dawn,0/24,TV,8.08,8,"Action, Adventure, Comedy, Fantasy, Romance, Shoujo",,https://myanimelist.net/anime/25013/Akatsuki_no_Yona,https://anilist.co/anime/21138,8.04,"{'arithmeticGeometricMean': 8.028303443785816, 'arithmeticMean': 8.030439497010924, 'median': 8.0}",8.04
Sonny Boy,0/12,TV,8.08,8,"Mystery, Sci-Fi, Supernatural, Thriller",,https://myanimelist.net/anime/48849/Sonny_Boy,https://anilist.co/anime/132126,7.84,7.7,7.77
Seirei Gensouki: Spirit Chronicles,0/12,TV,8.08,7.1,"Action, Adventure, Fantasy, Harem, Isekai, Romance",,https://myanimelist.net/anime/44203/Seirei_Gensouki,https://anilist.co/anime/126546/Seirei-Gensouki,7.06,6.9,6.98
Dr. STONE,0/24,TV,8.08,8.1,"Action, Adventure, Comedy, Sci-Fi",,https://myanimelist.net/anime/38691/Dr_Stone,https://anilist.co/anime/105333/Dr-STONE,8.26,8.1,8.18
"Girlfriend, Girlfriend",0/12,TV,8.07,6.49,"6.5, Comedy, Harem, Romance, School, Shounen",,https://myanimelist.net/anime/43969/Kanojo_mo_Kanojo,https://anilist.co/anime/126192/Kanojo-mo-Kanojo,6.51,6.3,6.40
AHO-GIRL,0/12,TV,8.07,7,"Comedy, Romance, School, Slice of Life",,https://myanimelist.net/anime/34881/Aho_Girl,https://anilist.co/anime/98251/AhoGirl,6.71,6.4,6.55
Uncle from Another World,0/13,TV,8.06,8,"Comedy, Fantasy, Isekai, Parody",,https://myanimelist.net/anime/49220/Isekai_Ojisan,https://anilist.co/anime/135806/Isekai-Ojisan,7.75,7.6,7.67
Toradora!,0/25,TV,8.06,8,"Comedy, Drama, Romance, School, Slice of Life",,https://myanimelist.net/anime/4224/Toradora,https://anilist.co/anime/4224/Toradora,8.04,7.7,7.87
SCHOOL-LIVE!,0/12,TV,8.06,7.7,"Horror, Mystery, Psychological, School, Slice of Life, Supernatural",,https://myanimelist.net/anime/24765/Gakkougurashi,https://anilist.co/anime/20754/Gakkou-Gurashi,7.61,7.4,7.51
ID: INVADED,0/13,TV,8.06,8,"Mystery, Police, Psychological, Sci-Fi",,https://myanimelist.net/anime/40046/Id_Invaded,https://anilist.co/anime/110350/ID-INVADED,7.81,7.7,7.75
The Detective Is Already Dead,0/12,TV,8.05,6.5,"Comedy, Drama, Mystery, Romance, Supernatural",,https://myanimelist.net/anime/46471/Tantei_wa_Mou_Shindeiru,https://anilist.co/anime/128712/Tantei-wa-mou-Shindeiru,6.43,6.0,6.21
A Sign of Affection,0/12,TV,8.05,7.8,"Romance, Slice of Life, Drama, Girls Love",,https://myanimelist.net/anime/55866,https://anilist.co/anime/166794,"{'arithmeticGeometricMean': 8.115653843413389, 'arithmeticMean': 8.11937703566275, 'median': 8.2}","{'arithmeticGeometricMean': 8.115653843413389, 'arithmeticMean': 8.11937703566275, 'median': 8.2}",
Twin Star Exorcists,0/50,TV,8.04,7.8,"Action, Fantasy, Shounen, Supernatural",,https://myanimelist.net/anime/32105,https://anilist.co/anime/21499,7.29,"{'arithmeticGeometricMean': 7.147737652792558, 'arithmeticMean': 7.154821067821067, 'median': 7.3}",7.29
The Hidden Dungeon Only I Can Enter,0/12,TV,8.04,6.3,"Action, Adventure, Ecchi, Fantasy, Harem",,https://myanimelist.net/anime/41899,https://anilist.co/anime/118375,"{'arithmeticGeometricMean': 6.5056915997440266, 'arithmeticMean': 6.512439084724799, 'median': 6.6}","{'arithmeticGeometricMean': 6.5056915997440266, 'arithmeticMean': 6.512439084724799, 'median': 6.6}",
Talentless Nana,0/13,TV,8.03,7.4,"Psychological, Supernatural, Suspense, Thriller",,https://myanimelist.net/anime/41619,https://anilist.co/anime/117343,"{'arithmeticGeometricMean': 7.371046421886018, 'arithmeticMean': 7.3734817563389, 'median': 7.444}","{'arithmeticGeometricMean': 7.371046421886018, 'arithmeticMean': 7.3734817563389, 'median': 7.444}",
Buddy Daddies,0/12,TV,8.03,8,"Action, Comedy, Childcare",,https://myanimelist.net/anime/53411/Buddy_Daddies,https://anilist.co/anime/155907/Buddy-Daddies,,,
"Science Fell in Love, So I Tried to Prove It",0/12,TV,8.01,7.36,"7.4, Comedy, Romance, Seinen",,https://myanimelist.net/anime/38992,https://anilist.co/anime/107067,7.34,"{'arithmeticGeometricMean': 7.33586063386745, 'arithmeticMean': 7.337821067821068, 'median': 7.4}",7.34
Wotakoi: Love is Hard for Otaku,0/11,TV,8.00,7.9,"Comedy, Romance, Slice of Life",,https://myanimelist.net/anime/35968,https://anilist.co/anime/99578,"{'arithmeticGeometricMean': 7.94279060467577, 'arithmeticMean': 7.944964749536179, 'median': 7.979591836734692}","{'arithmeticGeometricMean': 7.94279060467577, 'arithmeticMean': 7.944964749536179, 'median': 7.979591836734692}",
"WorldEnd: What are you doing at the end of the world? Are you busy? Will you save us?""""",0/12,TV,8,7.9,"Drama, Fantasy, Romance, Sci-Fi",,https://myanimelist.net/anime/33502,https://anilist.co/anime/21860,7.67,7.7,7.69
World Trigger,0/73,TV,8,7.7,"Action, School, Sci-Fi, Shounen, Supernatural",,https://myanimelist.net/anime/24405/World_Trigger,https://anilist.co/anime/20729/World-Trigger,7.58,7.3,7.44
Tamako -love story-,0/1,Movie,8,8,"Comedy, Romance, Slice of Life",,https://myanimelist.net/anime/21647,https://anilist.co/anime/20519,"{'arithmeticGeometricMean': 7.897439951540313, 'arithmeticMean': 7.898516182230468, 'median': 7.91}","{'arithmeticGeometricMean': 7.897439951540313, 'arithmeticMean': 7.898516182230468, 'median': 7.91}",
Blast of Tempest,0/24,TV,8,7.9,"Action, Drama, Fantasy, Mystery, Psychological, Shounen",,https://myanimelist.net/anime/14075,https://anilist.co/anime/14075,"{'arithmeticGeometricMean': 7.791836346185886, 'arithmeticMean': 7.792748505462792, 'median': 7.8}","{'arithmeticGeometricMean': 7.791836346185886, 'arithmeticMean': 7.792748505462792, 'median': 7.8}",
Ranma1/2 (2024),0/12,TV,7.99,8.2,"Comedy, Romance, Martial Arts, Slice of Life",[2024-2025] Remake airing 2024,https://myanimelist.net/anime/59145,https://anilist.co/anime/178533,"{'arithmeticGeometricMean': 7.917709365255437, 'arithmeticMean': 7.919338486909914, 'median': 7.979591836734692}","{'arithmeticGeometricMean': 7.917709365255437, 'arithmeticMean': 7.919338486909914, 'median': 7.979591836734692}",
Boarding School Juliet,0/12,TV,7.99,7.6,"Action, Comedy, Romance, School, Shounen",,https://myanimelist.net/anime/37475,https://anilist.co/anime/101310,7.45,"{'arithmeticGeometricMean': 7.505548568269553, 'arithmeticMean': 7.508128220985365, 'median': 7.506}",7.45
Noragami,0/12,TV,7.98,7.9,"Action, Adventure, Supernatural, Shounen",,https://myanimelist.net/anime/20507/Noragami,https://anilist.co/anime/20447/Noragami,,,
TONIKAWA: Over The Moon For You,0/12,TV,7.96,7.9,"Comedy, Romance, Shounen",,https://myanimelist.net/anime/44931,https://anilist.co/anime/127371,"{'arithmeticGeometricMean': 7.974771473886469, 'arithmeticMean': 7.9788820861678005, 'median': 8.1}","{'arithmeticGeometricMean': 7.974771473886469, 'arithmeticMean': 7.9788820861678005, 'median': 8.1}",
Seitokai Yakuindomo,0/13,TV,7.96,7.7,"Comedy, School, Shounen, Slice of Life",,https://myanimelist.net/anime/20847,https://anilist.co/anime/20448,"{'arithmeticGeometricMean': 7.6748265429588365, 'arithmeticMean': 7.6757039785611205, 'median': 7.67}","{'arithmeticGeometricMean': 7.6748265429588365, 'arithmeticMean': 7.6757039785611205, 'median': 7.67}",
My Senpai is Annoying,0/12,TV,7.96,7.7,"Comedy, Romance, Slice of Life",,https://myanimelist.net/anime/42351,https://anilist.co/anime/120646,"{'arithmeticGeometricMean': 7.65616334806552, 'arithmeticMean': 7.658186971758401, 'median': 7.7272727272727275}","{'arithmeticGeometricMean': 7.65616334806552, 'arithmeticMean': 7.658186971758401, 'median': 7.7272727272727275}",
Date A Live III,0/12,TV,7.95,7.2,"Comedy, Harem, Mecha, Romance, School, Sci-Fi",,https://myanimelist.net/anime/36633,https://anilist.co/anime/100722,"{'arithmeticGeometricMean': 7.3509892401521775, 'arithmeticMean': 7.354778808493094, 'median': 7.3}","{'arithmeticGeometricMean': 7.3509892401521775, 'arithmeticMean': 7.354778808493094, 'median': 7.3}",
Blood Blockade Battlefront & Beyond,0/12,TV,7.95,7.9,"Action, Comedy, Fantasy, Supernatural, Vampire",,https://myanimelist.net/anime/34451,https://anilist.co/anime/97886,"{'arithmeticGeometricMean': 7.736340553536276, 'arithmeticMean': 7.73835642135642, 'median': 7.77}","{'arithmeticGeometricMean': 7.736340553536276, 'arithmeticMean': 7.73835642135642, 'median': 7.77}",
Maoyu: Archenemy & Hero,0/12,TV,7.94,7.4,"Adventure, Demons, Fantasy, Historical, Romance",,https://myanimelist.net/anime/14833,https://anilist.co/anime/14833,"{'arithmeticGeometricMean': 7.311095466690436, 'arithmeticMean': 7.31193403421975, 'median': 7.3}","{'arithmeticGeometricMean': 7.311095466690436, 'arithmeticMean': 7.31193403421975, 'median': 7.3}",
When Supernatural Battles Became Commonplace,0/12,TV,7.92,7.3,"Comedy, Fantasy, School, Slice of Life, Supernatural, Super Power",,https://myanimelist.net/anime/25159,https://anilist.co/anime/20646,"{'arithmeticGeometricMean': 7.058800927113214, 'arithmeticMean': 7.0603683776540915, 'median': 7.041}","{'arithmeticGeometricMean': 7.058800927113214, 'arithmeticMean': 7.0603683776540915, 'median': 7.041}",
Terror in Resonance,0/11,TV,7.92,8.1,"Mystery, Psychological, Thriller",,https://myanimelist.net/anime/23283/Zankyou_no_Terror,https://anilist.co/anime/20661/Zankyou-no-Terror,8.08,7.8,7.94
Plastic Memories,0/13,TV,7.92,7.9,"Drama, Romance, Sci-Fi, Slice of Life",,https://myanimelist.net/anime/27775/Plastic_Memories,https://anilist.co/anime/20872/Plastic-Memories,7.91,7.7,7.80
Angel Beats!,0/13,TV,7.90,7.7,"Action, Comedy, Drama, Supernatural",,https://myanimelist.net/anime/6547,https://anilist.co/anime/6547,"{'arithmeticGeometricMean': 8.132330264107344, 'arithmeticMean': 8.133574933003501, 'median': 8.16}","{'arithmeticGeometricMean': 8.132330264107344, 'arithmeticMean': 8.133574933003501, 'median': 8.16}",
SSSS.GRIDMAN,0/12,TV,7.89,7.9,"Action, Mecha, Sci-Fi",,https://myanimelist.net/anime/35847,https://anilist.co/anime/99424,"{'arithmeticGeometricMean': 7.104054710640925, 'arithmeticMean': 7.106885384456813, 'median': 7.13}","{'arithmeticGeometricMean': 7.104054710640925, 'arithmeticMean': 7.106885384456813, 'median': 7.13}",
Campfire Cooking in Another World with my Absurd Skill,0/12,TV,7.89,7.7,"Adventure, Fantasy, Gourmet, Isekai, Slice of Life",,https://myanimelist.net/anime/53446,https://anilist.co/anime/156067,"{'arithmeticGeometricMean': 7.7187542007305, 'arithmeticMean': 7.722596990311278, 'median': 7.8}","{'arithmeticGeometricMean': 7.7187542007305, 'arithmeticMean': 7.722596990311278, 'median': 7.8}",
The Future Diary,0/26,TV,7.88,7.5,"Action, Psychological, Supernatural, Thriller",,https://myanimelist.net/anime/10620,https://anilist.co/anime/10620,"{'arithmeticGeometricMean': 7.500253077728304, 'arithmeticMean': 7.503807256235827, 'median': 7.4}","{'arithmeticGeometricMean': 7.500253077728304, 'arithmeticMean': 7.503807256235827, 'median': 7.4}",
The Asterisk War 2,0/12,TV,7.88,7,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi",,https://myanimelist.net/anime/31737,https://anilist.co/anime/21390,"{'arithmeticGeometricMean': 7.147878370931199, 'arithmeticMean': 7.151229231086374, 'median': 7.2}","{'arithmeticGeometricMean': 7.147878370931199, 'arithmeticMean': 7.151229231086374, 'median': 7.2}",
Skeleton Knight in Another World,0/12,TV,7.88,7,"Action, Adventure, Fantasy, Isekai",,https://myanimelist.net/anime/48760,https://anilist.co/anime/132474,"{'arithmeticGeometricMean': 7.374567592475793, 'arithmeticMean': 7.3782131519274365, 'median': 7.4}","{'arithmeticGeometricMean': 7.374567592475793, 'arithmeticMean': 7.3782131519274365, 'median': 7.4}",
Reincarnated as a Sword,0/12,ONA,7.88,7.5,"Action, Adventure, Fantasy, Isekai",,https://myanimelist.net/anime/49891,https://anilist.co/anime/139587,"{'arithmeticGeometricMean': 7.703365873918524, 'arithmeticMean': 7.705409193980622, 'median': 7.7}","{'arithmeticGeometricMean': 7.703365873918524, 'arithmeticMean': 7.705409193980622, 'median': 7.7}",
B: The Beginning,0/12,ONA,7.88,7.2,"Action, Mystery, Police, Psychological, Supernatural, Thriller",,https://myanimelist.net/anime/37994,https://anilist.co/anime/102498,"{'arithmeticGeometricMean': 6.3570689335662935, 'arithmeticMean': 6.3683642547928265, 'median': 6.267999999999999}","{'arithmeticGeometricMean': 6.3570689335662935, 'arithmeticMean': 6.3683642547928265, 'median': 6.267999999999999}",
A Sister's All You Need.,0/12,TV,7.88,7.4,"Comedy, Drama, Romance, Ecchi",,https://myanimelist.net/anime/35413,https://anilist.co/anime/98596,"{'arithmeticGeometricMean': 7.209886482687751, 'arithmeticMean': 7.211554318697176, 'median': 7.24}","{'arithmeticGeometricMean': 7.209886482687751, 'arithmeticMean': 7.211554318697176, 'median': 7.24}",
Tokyo Ravens,0/24,TV,7.87,7.5,"Action, Comedy, Magic, Romance, School, Shounen, Supernatural",,https://myanimelist.net/anime/16011/Tokyo_Ravens,https://anilist.co/anime/16011/Tokyo-Ravens,,,
Insomniacs After School,0/13,TV,7.87,8.2,"Romance, Slice of Life",,https://myanimelist.net/anime/50796,https://anilist.co/anime/143653,"{'arithmeticGeometricMean': 8.063263223695902, 'arithmeticMean': 8.063817357245927, 'median': 8.1}","{'arithmeticGeometricMean': 8.063263223695902, 'arithmeticMean': 8.063817357245927, 'median': 8.1}",
Kono Oto Tomare!: Sounds of Life,0/13,TV,7.86,8,"Drama, Music, Romance, School, Shounen",,https://myanimelist.net/anime/38889,https://anilist.co/anime/108891,8.42,"{'arithmeticGeometricMean': 8.344858676636658, 'arithmeticMean': 8.345599257884974, 'median': 8.346938775510203}",8.42
DECA-DENCE,0/12,TV,7.86,7.5,"Action, Adventure, Sci-Fi",,https://myanimelist.net/anime/40056,https://anilist.co/anime/110353,"{'arithmeticGeometricMean': 7.4199667862360394, 'arithmeticMean': 7.421225108225108, 'median': 7.428571428571428}","{'arithmeticGeometricMean': 7.4199667862360394, 'arithmeticMean': 7.421225108225108, 'median': 7.428571428571428}",
Spice and Wolf II,0/12,TV,7.85,8.4,"Adventure, Fantasy, Historical, Romance, Supernatural",,https://myanimelist.net/anime/5341,https://anilist.co/anime/5341,"{'arithmeticGeometricMean': 8.354929023031877, 'arithmeticMean': 8.35531045145331, 'median': 8.31}","{'arithmeticGeometricMean': 8.354929023031877, 'arithmeticMean': 8.35531045145331, 'median': 8.31}",
I'm Quitting Heroing,0/12,TV,7.85,7.3,"Action, Adventure, Comedy, Fantasy",,https://myanimelist.net/anime/52977,https://anilist.co/anime/154178,"{'arithmeticGeometricMean': 5.315068733972649, 'arithmeticMean': 5.36436641929499, 'median': 5.708181818181819}","{'arithmeticGeometricMean': 5.315068733972649, 'arithmeticMean': 5.36436641929499, 'median': 5.708181818181819}",
Engaged to the Unidentified,0/12,TV,7.85,7.4,"Comedy, Romance, School, Slice of Life, Yuri",,https://myanimelist.net/anime/20541,https://anilist.co/anime/20483,"{'arithmeticGeometricMean': 7.458958121230542, 'arithmeticMean': 7.460029066171923, 'median': 7.4}","{'arithmeticGeometricMean': 7.458958121230542, 'arithmeticMean': 7.460029066171923, 'median': 7.4}",
Given The Movie,0/1,Movie,7.84,8.3,"Boys Love, Drama, Music, Romance, Slice of Life",,https://myanimelist.net/anime/40421,https://anilist.co/anime/111734,"{'arithmeticGeometricMean': 8.037626018537289, 'arithmeticMean': 8.042659863945579, 'median': 8.11}","{'arithmeticGeometricMean': 8.037626018537289, 'arithmeticMean': 8.042659863945579, 'median': 8.11}",
Undefeated Bahamut Chronicle,0/12,TV,7.83,6.6,"Action, Ecchi, Fantasy, Harem, Mecha, Romance, School, Shounen",,https://myanimelist.net/anime/30749,https://anilist.co/anime/21188,"{'arithmeticGeometricMean': 6.711927792599911, 'arithmeticMean': 6.716903061224491, 'median': 6.807272727272728}","{'arithmeticGeometricMean': 6.711927792599911, 'arithmeticMean': 6.716903061224491, 'median': 6.807272727272728}",
PLUTO,0/8,ONA,7.83,8.7,"Mystery, Sci-Fi, Suspense, Thriller",,https://myanimelist.net/anime/35737,https://anilist.co/anime/99088,"{'arithmeticGeometricMean': 8.269356885811687, 'arithmeticMean': 8.270813234384663, 'median': 8.314}","{'arithmeticGeometricMean': 8.269356885811687, 'arithmeticMean': 8.270813234384663, 'median': 8.314}",
I'm Standing on a Million Lives,0/12,TV,7.83,6.6,"Action, Drama, Fantasy, Shounen, Isekai",,https://myanimelist.net/anime/44881,https://anilist.co/anime/127366,"{'arithmeticGeometricMean': 6.916174365010871, 'arithmeticMean': 6.92099876314162, 'median': 6.909090909090909}","{'arithmeticGeometricMean': 6.916174365010871, 'arithmeticMean': 6.92099876314162, 'median': 6.909090909090909}",
"The Tunnel to Summer, the Exit of Goodbyes",0/1,Movie,7.81,7.63,"7.8, Romance, Sci-Fi, Seinen, Supernatural",,https://myanimelist.net/anime/50593,https://anilist.co/anime/142769,"{'arithmeticGeometricMean': 7.898325433172198, 'arithmeticMean': 7.9017728303442585, 'median': 7.994}","{'arithmeticGeometricMean': 7.898325433172198, 'arithmeticMean': 7.9017728303442585, 'median': 7.994}",
Suppose a Kid from the Last Dungeon Boonies moved to a starter town?,0/12,TV,7.79,6.4,"Comedy, Fantasy",,https://myanimelist.net/anime/40594,https://anilist.co/anime/112649,"{'arithmeticGeometricMean': 6.5972268130969605, 'arithmeticMean': 6.60179859822717, 'median': 6.6}","{'arithmeticGeometricMean': 6.5972268130969605, 'arithmeticMean': 6.60179859822717, 'median': 6.6}",
Rage of Bahamut: Genesis,0/12,TV,7.79,7.7,"Action, Adventure, Demons, Fantasy, Supernatural",,https://myanimelist.net/anime/28447,FAILED_LOOKUP,6.38,"{'arithmeticGeometricMean': 6.188377050284715, 'arithmeticMean': 6.190805194805195, 'median': 6.256428571428572}",6.38
Heaven's Lost Property,0/13,TV,7.79,7.5,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",,https://myanimelist.net/anime/5958,https://anilist.co/anime/5958,"{'arithmeticGeometricMean': 7.2806541136814165, 'arithmeticMean': 7.28189775304061, 'median': 7.244897959183673}","{'arithmeticGeometricMean': 7.2806541136814165, 'arithmeticMean': 7.28189775304061, 'median': 7.244897959183673}",
Beyond the Boundary,0/12,TV,7.78,7.5,"Fantasy, Slice of Life, Supernatural",,https://myanimelist.net/anime/28675,https://anilist.co/anime/20963,"{'arithmeticGeometricMean': 8.074984940062706, 'arithmeticMean': 8.076500000000001, 'median': 8.110454545454544}","{'arithmeticGeometricMean': 8.074984940062706, 'arithmeticMean': 8.076500000000001, 'median': 8.110454545454544}",
Ranma1/2 (2024) Season 2,0/12,TV,7.77,TBD,"Comedy, Martial Arts, Romance, Slice of Life",[2024+] Upcoming,https://myanimelist.net/anime/60564,https://anilist.co/anime/185731,Unrated,Unrated,
My Mental Choices Are Completely Interfering With My School Romantic Comedy,0/10,TV,7.77,7.6,"Comedy, Romance, School",,https://myanimelist.net/anime/19221,https://anilist.co/anime/19221,"{'arithmeticGeometricMean': 7.1261988814866735, 'arithmeticMean': 7.127439084724799, 'median': 7.113}","{'arithmeticGeometricMean': 7.1261988814866735, 'arithmeticMean': 7.127439084724799, 'median': 7.113}",
Golden Time,0/24,TV,7.76,7.6,"Comedy, Drama, Romance, Seinen",,https://myanimelist.net/anime/36789,https://anilist.co/anime/102755,"{'arithmeticGeometricMean': 6.85081577152976, 'arithmeticMean': 6.856611184733633, 'median': 7.0}","{'arithmeticGeometricMean': 6.85081577152976, 'arithmeticMean': 6.856611184733633, 'median': 7.0}",
Charlotte,0/13,TV,7.75,7.8,"Drama, School, Supernatural",,https://myanimelist.net/anime/3196,https://anilist.co/anime/3196,"{'arithmeticGeometricMean': 6.5434410363534665, 'arithmeticMean': 6.558698648290486, 'median': 6.75}","{'arithmeticGeometricMean': 6.5434410363534665, 'arithmeticMean': 6.558698648290486, 'median': 6.75}",
Farming Life in Another World,0/12,TV,7.74,7.3,"Fantasy, Isekai, Slice of Life",,https://myanimelist.net/anime/51462,https://anilist.co/anime/146850,"{'arithmeticGeometricMean': 7.604086706726988, 'arithmeticMean': 7.609277880849309, 'median': 7.636363636363636}","{'arithmeticGeometricMean': 7.604086706726988, 'arithmeticMean': 7.609277880849309, 'median': 7.636363636363636}",
The King's Avatar,0/12,ONA,7.73,7.9,"Action, Game",,https://myanimelist.net/anime/37078,https://anilist.co/anime/101410,"{'arithmeticGeometricMean': 8.117970648607614, 'arithmeticMean': 8.119844619666047, 'median': 8.135454545454545}","{'arithmeticGeometricMean': 8.117970648607614, 'arithmeticMean': 8.119844619666047, 'median': 8.135454545454545}",
Dusk Maiden of Amnesia,0/12,TV,7.73,7.9,"Horror, Mystery, Romance, School, Shounen, Supernatural",,https://myanimelist.net/anime/12445,https://anilist.co/anime/12445,"{'arithmeticGeometricMean': 7.7686521849974755, 'arithmeticMean': 7.769330705009277, 'median': 7.802959183673469}","{'arithmeticGeometricMean': 7.7686521849974755, 'arithmeticMean': 7.769330705009277, 'median': 7.802959183673469}",
Fruits Basket (2019),0/25,TV,7.72,7.4,"Comedy, Drama, Romance, Supernatural, Slice of Life",,https://myanimelist.net/anime/38680,https://anilist.co/anime/105334,"{'arithmeticGeometricMean': 8.212813646662308, 'arithmeticMean': 8.21471634714492, 'median': 8.215}","{'arithmeticGeometricMean': 8.212813646662308, 'arithmeticMean': 8.21471634714492, 'median': 8.215}",
Aesthetica of a Rogue Hero,0/12,TV,7.72,6.8,"Action, Ecchi, Fantasy, School, Shounen, Supernatural",,https://myanimelist.net/anime/13161,https://anilist.co/anime/13161,"{'arithmeticGeometricMean': 6.847084087289053, 'arithmeticMean': 6.849081426509998, 'median': 6.877551020408163}","{'arithmeticGeometricMean': 6.847084087289053, 'arithmeticMean': 6.849081426509998, 'median': 6.877551020408163}",
Snow White with the Red Hair Season 2,0/12,TV,7.71,8,"Drama, Fantasy, Romance, Shoujo, Slice of Life",,https://myanimelist.net/anime/31173,https://anilist.co/anime/21258,"{'arithmeticGeometricMean': 8.040538759613298, 'arithmeticMean': 8.042504225932797, 'median': 8.0}","{'arithmeticGeometricMean': 8.040538759613298, 'arithmeticMean': 8.042504225932797, 'median': 8.0}",
The Reincarnation of the Strongest Exorcist in Another World,0/13,TV,7.7,6.5,"Action, Adventure, Fantasy, Harem, Isekai, Magic",,https://myanimelist.net/anime/50932,https://anilist.co/anime/144553,"{'arithmeticGeometricMean': 7.286228171817777, 'arithmeticMean': 7.290764584621728, 'median': 7.4}","{'arithmeticGeometricMean': 7.286228171817777, 'arithmeticMean': 7.290764584621728, 'median': 7.4}",
The Familiar of Zero: Knight of the Twin Moons,0/12,TV,7.7,7.6,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Romance",,https://myanimelist.net/anime/1840,https://anilist.co/anime/1840,"{'arithmeticGeometricMean': 7.52308541156346, 'arithmeticMean': 7.524289837146981, 'median': 7.53}","{'arithmeticGeometricMean': 7.52308541156346, 'arithmeticMean': 7.524289837146981, 'median': 7.53}",
Engage Kiss,0/13,TV,7.69,7.2,"Comedy, Romance, Supernatural",,https://myanimelist.net/anime/51417/Engage_Kiss,https://anilist.co/anime/146625/Engage-Kiss,,,
Berserk of Gluttony,0/12,TV,7.69,6.4,"Action, Adventure, Fantasy, Isekai",,https://myanimelist.net/anime/53439,https://anilist.co/anime/156039,"{'arithmeticGeometricMean': 6.991932525217077, 'arithmeticMean': 6.999185064935065, 'median': 7.0520000000000005}","{'arithmeticGeometricMean': 6.991932525217077, 'arithmeticMean': 6.999185064935065, 'median': 7.0520000000000005}",
The Yakuza's Guide to Babysitting,0/12,TV,7.68,7.9,"Comedy, Slice of Life",,https://myanimelist.net/anime/49776,https://anilist.co/anime/138882,"{'arithmeticGeometricMean': 7.733190167932732, 'arithmeticMean': 7.737308183879612, 'median': 7.88}","{'arithmeticGeometricMean': 7.733190167932732, 'arithmeticMean': 7.737308183879612, 'median': 7.88}",
